lead_source,owner,yearCreated,monthCreated,dayCreated,dayName,city,state,zip_code,electric_company,square_footage,status
181,,2020,7,21,Tuesday,,,,,,32
24,,2020,7,21,Tuesday,"Walnut Ridge ",Arkansas,72476,Other,1400,63
174,,2020,7,21,Tuesday,,,,,,34
24,,2020,7,21,Tuesday,,,,Entergy,1700,63
174,,2020,7,21,Tuesday,,,,,1700,34
82,,2020,7,21,Tuesday,,,,,,5
21,7333819,2020,7,21,Tuesday,,,,,,32
188,,2020,7,21,Tuesday,,,,,,32
143,6419170,2020,7,21,Tuesday,Rogers,Arkansas,72758,Carroll,2500,18
4,,2020,7,21,Tuesday,,,,,,5
5,,2020,7,21,Tuesday,Edmond,Oklahoma,73012,OG&E,658,63
181,,2020,7,21,Tuesday,,,,,,63
135,,2020,7,21,Tuesday,,,,,,53
180,,2020,7,21,Tuesday,,,,,,5
135,,2020,7,21,Tuesday,"West Fork ",Arkansas,72774,Ozarks Arkansas,1400,32
21,,2020,7,21,Tuesday,,,,,,34
5,9563660,2020,7,21,Tuesday,,,,,,21
188,7333819,2020,7,21,Tuesday,,,,,,32
82,,2020,7,21,Tuesday,,,,,,5
135,,2020,7,21,Tuesday,,,,,,64
179,,2020,7,21,Tuesday,,,,,,34
38,,2020,7,21,Tuesday,,,,,,34
181,,2020,7,21,Tuesday,,,,,,32
80,,2020,7,21,Tuesday,,,,,,34
5,,2020,7,21,Tuesday,Mountain View,Missouri,65548,,2300,31
5,,2020,7,21,Tuesday,Springdale,Arkansas,72762,Carroll,3400,63
171,,2020,7,21,Tuesday,,,,,,5
84,,2020,7,21,Tuesday,,,,,,30
82,,2020,7,21,Tuesday,,,,,,34
174,,2020,7,21,Tuesday,,,,,,32
84,,2020,7,21,Tuesday,,,,,,5
174,,2020,7,21,Tuesday,,,,,,32
27,,2020,7,21,Tuesday,,,,,,32
174,,2020,7,21,Tuesday,Edmond,Oklahoma,73013,OGE,2480,63
21,,2020,7,21,Tuesday,,,,,,30
135,,2020,7,21,Tuesday,,,,,,5
21,,2020,7,21,Tuesday,,,,,,32
142,,2020,7,21,Tuesday,,,,,,63
84,,2020,7,21,Tuesday,ft gibson,,74434,Other,1700,63
133,,2020,7,21,Tuesday,,,,,,5
174,,2020,7,21,Tuesday,Wister,Oklahoma,74966,,5500,63
181,,2020,7,21,Tuesday,,,,,,32
171,,2020,7,21,Tuesday,,,,,,59
171,,2020,7,21,Tuesday,Murfreesboro,Arkansas,71958,Other,3000,63
171,,2020,7,21,Tuesday,Monticello,Arkansas,71655,Entergy,2000,32
135,,2020,7,21,Tuesday,,,,,,34
5,7333819,2020,7,21,Tuesday,,,,,,32
135,,2020,7,21,Tuesday,,,,,,39
122,,2020,7,21,Tuesday,Stilwell,Oklahoma,74960,,65000,34
181,,2020,7,21,Tuesday,Noble,Oklahoma,73068,Other,130,46
5,,2020,7,21,Tuesday,,,,,,34
5,,2020,7,21,Tuesday,"pine ville ",Missouri,64856,,,34
21,,2020,7,21,Tuesday,,,,,,32
188,,2020,7,21,Tuesday,,,,,,5
171,,2020,7,21,Tuesday,"Rattan ",Oklahoma,74562,Other,2000,63
175,7333819,2020,7,21,Tuesday,,,,Other,2377,32
135,,2020,7,21,Tuesday,,,,,,64
21,,2020,7,21,Tuesday,,,,,,32
95,9531748,2020,7,21,Tuesday,Mustang,Oklahoma,73064,OGE,2000,18
82,,2020,7,21,Tuesday,,,,,,53
180,,2020,7,21,Tuesday,,,,,,32
143,,2020,7,21,Tuesday,,,,,,32
146,7333819,2020,7,21,Tuesday,,,,,,32
188,7333819,2020,7,21,Tuesday,,,,,,32
143,,2020,7,21,Tuesday,Winslow,Arkansas,72959,Ozarks (AR),,54
21,,2020,7,21,Tuesday,,,,,,34
83,,2020,7,21,Tuesday,,,,,,30
181,,2020,7,21,Tuesday,,,,,,46
21,,2020,7,21,Tuesday,,,,,,32
174,,2020,7,21,Tuesday,,,,,,32
146,,2020,7,21,Tuesday,,,,,,53
12,1996198,2020,7,21,Tuesday,Blanchard,Oklahoma,73010,Other,1545,32
146,,2020,7,21,Tuesday,,,,,,32
146,7333819,2020,7,21,Tuesday,,,,,,32
175,,2020,7,21,Tuesday,,,,,,63
174,,2020,7,21,Tuesday,Oklahoma city,Oklahoma,73159,OG&E,1461,32
174,,2020,7,21,Tuesday,Roff,Oklahoma,74865,OGE,1352,32
188,,2020,7,21,Tuesday,,,,,,53
21,,2020,7,21,Tuesday,,,,,,32
188,,2020,7,21,Tuesday,,,,,,32
5,,2020,7,21,Tuesday,,,,,,32
21,,2020,7,21,Tuesday,,,,,,34
188,,2020,7,21,Tuesday,,,,,,32
15,,2020,7,21,Tuesday,,,,,,32
175,3220110,2020,7,21,Tuesday," Broken Arrow",Oklahoma,74012,Public Services Company of Oklahoma,1800,18
84,,2020,7,21,Tuesday,Sapulpa,Oklahoma,74066,,,63
146,,2020,7,21,Tuesday,,,,,,53
174,,2020,7,21,Tuesday,Panama,Oklahoma,74951,Other Electric Company,2000,63
181,7333819,2020,7,21,Tuesday,,,,,,32
21,,2020,7,21,Tuesday,,,,,,32
21,,2020,7,21,Tuesday,,,,,,46
21,,2020,7,21,Tuesday,,,,,,32
180,,2020,7,21,Tuesday,,,,,,32
180,,2020,7,21,Tuesday,,,,,,32
146,,2020,7,21,Tuesday,,,,,,63
146,,2020,7,21,Tuesday,,,,,,32
180,,2020,7,21,Tuesday,,,,,,32
4,,2020,7,21,Tuesday,,,,,,32
180,7333819,2020,7,21,Tuesday,,,,,,32
179,,2020,7,21,Tuesday,,,,,,46
21,,2020,7,21,Tuesday,,,,,,31
21,,2020,7,22,Wednesday,,,,,,63
188,,2020,7,22,Wednesday,,,,,,53
174,,2020,7,22,Wednesday,,,,,,30
4,,2020,7,22,Wednesday,,,,,,32
175,,2020,7,22,Wednesday,,,,,,59
146,,2020,7,22,Wednesday,,,,,,53
15,,2020,7,22,Wednesday,,,,,,63
82,,2020,7,22,Wednesday,,,,,,31
21,,2020,7,22,Wednesday,,,,,,32
4,7333819,2020,7,22,Wednesday,Malve,Arkansas,,,,32
4,,2020,7,22,Wednesday,,,,,,34
21,,2020,7,22,Wednesday,,,,,,32
179,,2020,7,22,Wednesday,,,,,,53
21,7333819,2020,7,22,Wednesday,,,,,,32
21,,2020,7,22,Wednesday,,,,,,5
4,,2020,7,22,Wednesday,,,,,,34
5,,2020,7,22,Wednesday,,,,,,32
133,,2020,7,22,Wednesday,Lowell,Arkansas,,Carroll,1400,63
15,5590997,2020,7,22,Wednesday,"Van Buren ",Arkansas,72956,Arkansas Valley Electric,1300,18
141,,2020,7,22,Wednesday,"Sprindale ",Arkansas,72762,,,5
21,,2020,7,22,Wednesday,,,,,,46
82,,2020,7,22,Wednesday,"Sheridan ",Arkansas,,Entenergy,160,32
135,,2020,7,22,Wednesday,McGehee,Arkansas,,,,59
29,,2020,7,22,Wednesday,Amity,Arkansas,71921,,1820,34
141,,2020,7,22,Wednesday,Bentonville,Arkansas,72712,,2200,63
4,,2020,7,22,Wednesday,,,,,,5
24,7333819,2020,7,22,Wednesday,,,,,,32
181,,2020,7,22,Wednesday,,,,,,34
135,,2020,7,22,Wednesday,,,,,,53
21,,2020,7,22,Wednesday,,,,,,53
21,7333819,2020,7,22,Wednesday,,,,,,32
135,,2020,7,22,Wednesday,,,,,,39
72,7333819,2020,7,22,Wednesday,,,,,,32
171,,2020,7,22,Wednesday,Stamps,Arkansas,71860,Entergy,,63
135,,2020,7,22,Wednesday,,,,,,4
95,,2020,7,22,Wednesday,Norman,Oklahoma,73026,Other Electric Company,,32
174,,2020,7,22,Wednesday,,,,,,32
16,,2020,7,22,Wednesday,rogers,Arkansas,,Carroll,1350,32
171,,2020,7,22,Wednesday,,,,,,46
83,,2020,7,22,Wednesday,Joplin,Missouri,64801,Empire-Liberty,1404,63
174,,2020,7,22,Wednesday,Ada,Oklahoma,74820,Other,2000,4
135,,2020,7,22,Wednesday,,,,,,34
135,,2020,7,22,Wednesday,,,,,,5
188,,2020,7,22,Wednesday,,,,,,5
135,,2020,7,22,Wednesday,,,,,,53
180,,2020,7,22,Wednesday,,,,,,53
21,,2020,7,22,Wednesday,,,,,,30
95,,2020,7,22,Wednesday,Choctaw,Oklahoma,73020,,2800,32
179,7333819,2020,7,22,Wednesday,,,,,,32
181,,2020,7,22,Wednesday,,,,,,34
146,,2020,7,22,Wednesday,,,,,,5
21,,2020,7,22,Wednesday,,,,,,32
180,,2020,7,22,Wednesday,,,,,,5
5,,2020,7,22,Wednesday,"Judsonia ",Arkansas,72081,Entergy,3725,64
12,,2020,7,22,Wednesday,,,,,,5
188,,2020,7,22,Wednesday,,,,,,5
21,,2020,7,22,Wednesday,buffalo,Oklahoma,,,1600,32
135,,2020,7,22,Wednesday,,,,,,34
171,,2020,7,22,Wednesday,Little rock,Arkansas,72223,Entergy,2100,32
146,,2020,7,22,Wednesday,,,,,,53
181,,2020,7,22,Wednesday,,,,,,5
188,8086011,2020,7,22,Wednesday,Oklahoma City,Oklahoma,73179,OGE,2300,18
5,,2020,7,22,Wednesday,,,,,,31
135,,2020,7,22,Wednesday,,,,,,34
146,7333819,2020,7,22,Wednesday,,,,,,32
146,,2020,7,22,Wednesday,,,,,,5
146,,2020,7,22,Wednesday,,,,,,30
15,,2020,7,22,Wednesday,,,,,,32
15,4713006,2020,7,22,Wednesday,Lavaca,Arkansas,72941,OG&E,2000,18
15,7333819,2020,7,22,Wednesday,,,,,,32
15,,2020,7,22,Wednesday,Rogers,Arkansas,72758,,,34
15,7333819,2020,7,22,Wednesday,,,,,,32
15,7333819,2020,7,22,Wednesday,,,,,,32
15,,2020,7,22,Wednesday,,,,,,5
5,,2020,7,22,Wednesday,,,,SWEPCO,,63
15,,2020,7,22,Wednesday,,,,,,5
15,,2020,7,22,Wednesday,,,,,,63
15,,2020,7,22,Wednesday,Greenwood,Arkansas,72936,Arkansas Valley Electric,,32
15,,2020,7,22,Wednesday,,,,,,34
5,7333819,2020,7,22,Wednesday,,,,,,32
188,7333819,2020,7,22,Wednesday,,,,,,32
146,,2020,7,22,Wednesday,,,,,,32
188,8086011,2020,7,22,Wednesday,Oklahoma City,Oklahoma,73165,OGE,3300,18
188,7333819,2020,7,22,Wednesday,,,,,,32
21,,2020,7,22,Wednesday,,,,,,32
21,,2020,7,22,Wednesday,Tulsa,Oklahoma,74146,,,32
21,,2020,7,22,Wednesday,,,,,,32
5,7333819,2020,7,22,Wednesday,,,,,,32
5,,2020,7,22,Wednesday,,,,,,5
12,1453046,2020,7,22,Wednesday,,,,,,1
180,7333819,2020,7,22,Wednesday,,,,,,32
188,,2020,7,22,Wednesday,,,,,,32
188,7333819,2020,7,22,Wednesday,,,,,,32
180,,2020,7,22,Wednesday,,,,,,63
146,7333819,2020,7,22,Wednesday,,,,,,32
4,,2020,7,22,Wednesday,,,,,,53
179,,2020,7,22,Wednesday,,,,,,32
179,,2020,7,22,Wednesday,,,,,,53
15,,2020,7,22,Wednesday,,,,,,30
5,,2020,7,22,Wednesday,St Charles,Missouri,63304,Ameren,1700,31
21,,2020,7,22,Wednesday,Mustang,Oklahoma,,Other,1001,63
21,3220110,2020,7,22,Wednesday,Coweta,Oklahoma,74429,Public Services Company of Oklahoma,1400,18
180,6419170,2020,7,22,Wednesday,Farmington,Missouri,63434,Entergy,1200,18
174,,2020,7,22,Wednesday,Warner,Oklahoma,74469,Other,2100,32
21,,2020,7,22,Wednesday,,,,,1200,34
146,,2020,7,22,Wednesday,,,,,,53
21,7333819,2020,7,23,Thursday,,,,,,32
82,,2020,7,23,Thursday,,,,,,32
181,,2020,7,23,Thursday,,,,,,34
84,,2020,7,23,Thursday,,,,,,53
82,7333819,2020,7,23,Thursday,,,,,,32
181,,2020,7,23,Thursday,,,,,,34
174,,2020,7,23,Thursday,,,,,,30
188,,2020,7,23,Thursday,,,,,,5
21,,2020,7,23,Thursday,,,,,,30
175,9531748,2020,7,23,Thursday,Yukon,Oklahoma,73099,OGE,1650,18
146,,2020,7,23,Thursday,,,,,,63
135,,2020,7,23,Thursday,,,,,,5
83,,2020,7,23,Thursday,,,,,,64
181,,2020,7,23,Thursday,,,,,,34
174,,2020,7,23,Thursday,comanche,Oklahoma,73529,Carroll,2500,4
91,,2020,7,23,Thursday,bigsby,Oklahoma,74008,OGE,1800,32
146,,2020,7,23,Thursday,,,,,,53
83,,2020,7,23,Thursday,,,,,,34
188,,2020,7,23,Thursday,,,,,,53
188,,2020,7,23,Thursday,,,,,,32
15,,2020,7,23,Thursday,,,,,,63
138,,2020,7,23,Thursday,,,,,,53
21,,2020,7,23,Thursday,Cache,Oklahoma,73527,,,46
84,,2020,7,23,Thursday,,,,,,34
188,,2020,7,23,Thursday,,,,,,32
135,,2020,7,23,Thursday,,,,,,5
135,,2020,7,23,Thursday,,,,,,5
83,,2020,7,23,Thursday,,,,,,34
175,,2020,7,23,Thursday,,,,,,34
135,,2020,7,23,Thursday,,,,,,5
5,,2020,7,23,Thursday,Cave Springs,Arkansas,72718,Carroll,2400,63
135,,2020,7,23,Thursday,,,,,,34
133,,2020,7,23,Thursday,"Wynne ",Arkansas,72396,Entergy,,63
188,,2020,7,23,Thursday,,,,,,32
135,,2020,7,23,Thursday,,,,,,34
39,,2020,7,23,Thursday,,,,,,53
171,,2020,7,23,Thursday,,,,,,31
180,,2020,7,23,Thursday,,,,,,53
21,,2020,7,23,Thursday,,,,,,32
171,,2020,7,23,Thursday,"Lawton ",Oklahoma,73501,Cotton Electric Cooperative,3000,63
174,,2020,7,23,Thursday,Oklahoma City,Oklahoma,73120,OGE,1620,30
181,,2020,7,23,Thursday,,,,,,5
21,7333819,2020,7,23,Thursday,,,,,,32
35,,2020,7,23,Thursday,,,,,,53
174,,2020,7,23,Thursday,,,,,,30
83,,2020,7,23,Thursday,,,,,,30
135,,2020,7,23,Thursday,,,,,,32
181,7333819,2020,7,23,Thursday,,,,,,32
83,,2020,7,23,Thursday,,,,,,32
15,7333819,2020,7,23,Thursday,Fort Smith,Arkansas,72901,OG&E,2500,32
180,7333819,2020,7,23,Thursday,,,,,,32
171,,2020,7,23,Thursday,,,,,,59
5,,2020,7,23,Thursday,,,,,,54
179,,2020,7,23,Thursday,Bonnerdale,Arkansas,71933,Entergy,700,59
181,,2020,7,23,Thursday,"Elgin ",Oklahoma,73538,Public Services Company of Oklahoma,2400,63
181,,2020,7,23,Thursday,,,,,,5
175,,2020,7,23,Thursday,,,,,,30
175,,2020,7,23,Thursday,,,,,,63
174,,2020,7,23,Thursday,,,,,,53
12,,2020,7,23,Thursday,,,,,,53
12,,2020,7,23,Thursday,,,,,,4
135,,2020,7,23,Thursday,,,,,,64
82,,2020,7,23,Thursday,,,,,,64
82,,2020,7,23,Thursday,,,,,1800,5
171,,2020,7,23,Thursday,,,,,,30
21,,2020,7,23,Thursday,,,,,,32
135,,2020,7,23,Thursday,Mountainburg,Arkansas,72946,Arkansas Valley Electric,1200,4
143,,2020,7,23,Thursday,,,,,,53
171,,2020,7,23,Thursday,,,,,,30
82,,2020,7,23,Thursday,,,,,,53
133,,2020,7,23,Thursday,,,,,,32
146,7333819,2020,7,23,Thursday,,,,,,32
146,,2020,7,23,Thursday,,,,,,5
12,,2020,7,23,Thursday,,,,,,39
15,9914548,2020,7,23,Thursday,lavaca,Arkansas,72941,OGE,,18
146,,2020,7,23,Thursday,,,,,,53
5,,2020,7,23,Thursday,,,,,,32
180,,2020,7,23,Thursday,,,,,,32
180,,2020,7,23,Thursday,,,,,,53
12,,2020,7,23,Thursday,,,,,,34
146,,2020,7,23,Thursday,Bella Vista,Arkansas,72714,Carroll,2500,63
146,,2020,7,23,Thursday,,,,,,30
4,,2020,7,23,Thursday,North Little Rock,Arkansas,72116,Other,2250,30
15,,2020,7,23,Thursday,Charleston,Arkansas,72933,OGE,1032,63
174,,2020,7,23,Thursday,,,,Other,1300,63
38,,2020,7,23,Thursday,Rudy,Arkansas,,Arkansas Valley Electric,400,59
180,,2020,7,23,Thursday,Country Club,Missouri,64505,Entergy,1600,31
21,,2020,7,23,Thursday,,,,,,32
21,,2020,7,23,Thursday,,,,Public Services Company of Oklahoma,2000,63
21,,2020,7,23,Thursday,,,,,,32
21,,2020,7,23,Thursday,,,,,,32
174,,2020,7,23,Thursday,,,,,,32
174,8286996,2020,7,23,Thursday,Muskogee,Oklahoma,74403,OGE,1360,18
180,,2020,7,23,Thursday,,,72058,,,32
21,,2020,7,23,Thursday,,,,,,32
179,7333819,2020,7,23,Thursday,,,,,,32
21,,2020,7,23,Thursday,,,,,,32
21,,2020,7,23,Thursday,,,,,,34
180,,2020,7,23,Thursday,,,,,,53
174,,2020,7,23,Thursday,,,,,,32
21,,2020,7,23,Thursday,,,,,,30
21,,2020,7,23,Thursday,,,,,,34
21,7333819,2020,7,23,Thursday,,,,,,32
174,,2020,7,23,Thursday,Talihina,Oklahoma,74571,Other,2500,63
5,,2020,7,23,Thursday,Mountain Home,Arkansas,72653,Other,1800,63
174,,2020,7,24,Friday,,,,,,34
21,,2020,7,24,Friday,,,,,,53
174,,2020,7,24,Friday,,,,,,5
21,,2020,7,24,Friday,,,,,,5
146,,2020,7,24,Friday,,,,,,32
5,5421394,2020,7,24,Friday,,,,,,32
21,,2020,7,24,Friday,,,,,,32
146,,2020,7,24,Friday,,,,,,53
181,,2020,7,24,Friday,,,,,,53
146,,2020,7,24,Friday,,,,,,53
146,,2020,7,24,Friday,Fayetteville,Arkansas,72704,Ozarks Arkansas,1096,63
135,,2020,7,24,Friday,,,,,,64
5,,2020,7,24,Friday,,,,,,53
135,,2020,7,24,Friday,,,,,,30
5,,2020,7,24,Friday,,,,,,30
181,,2020,7,24,Friday,,,,,,32
175,,2020,7,24,Friday,,,,OGE,890,59
15,,2020,7,24,Friday,,,,,,34
21,,2020,7,24,Friday,,,,,,31
82,7333819,2020,7,24,Friday,,,,,,32
21,,2020,7,24,Friday,,,,,,5
27,6050958,2020,7,24,Friday,Springdale,Arkansas,72762,Ozarks Arkansas,2300,18
175,,2020,7,24,Friday,,,,,,46
5,,2020,7,24,Friday,,,,,,32
84,,2020,7,24,Friday,,,,,,30
5,,2020,7,24,Friday,,,,,,63
84,,2020,7,24,Friday,,,,,,34
135,,2020,7,24,Friday,,,,,,64
80,,2020,7,24,Friday,,,,,,34
6,,2020,7,24,Friday,Houston,Missouri,65483,Other Electric Company,2900,31
135,,2020,7,24,Friday,,,,,,53
15,5590997,2020,7,24,Friday,Vilonia,Arkansas,72173,Entergy,1544,18
143,,2020,7,24,Friday,,,,,,53
135,9873852,2020,7,24,Friday,,,,,,21
174,,2020,7,24,Friday,,,,,,5
135,,2020,7,24,Friday,,,,,,30
82,,2020,7,24,Friday,,,,,,34
135,,2020,7,24,Friday,,,,,,32
165,9531748,2020,7,24,Friday,Eureka,Missouri,63025,Ameren,5300,18
171,,2020,7,24,Friday,Hope,Arkansas,71801,Other,,32
129,,2020,7,24,Friday,,,,,,30
15,,2020,7,24,Friday,Lowell,Arkansas,72745,SWEPCO,1400,63
171,,2020,7,24,Friday,"Hope ",Arkansas,718,Other,2400,31
38,2657613,2020,7,24,Friday,Cave Springs,Arkansas,72718,SWEPCO,4000,18
83,,2020,7,24,Friday,,,,,,31
15,,2020,7,24,Friday,,,,,,5
5,,2020,7,24,Friday,,,,,,34
83,,2020,7,24,Friday,,,,,,30
15,,2020,7,24,Friday,,,,,,5
12,,2020,7,24,Friday,,,,,,64
133,,2020,7,24,Friday,,,,,,30
15,,2020,7,24,Friday,,,,,,5
15,,2020,7,24,Friday,Greenbriar,Arkansas,72058,Entergy,1800,63
72,,2020,7,24,Friday,,,,,,34
188,,2020,7,24,Friday,,,,,,32
15,,2020,7,24,Friday,,,,,,5
15,,2020,7,24,Friday,,,,,,5
15,,2020,7,24,Friday,,,,,,5
15,,2020,7,24,Friday,,,,,,5
15,,2020,7,24,Friday,,,,,,4
146,,2020,7,24,Friday,,,,,,32
96,,2020,7,24,Friday,,,,,,34
174,,2020,7,24,Friday,Blanchard,Oklahoma,73010,,1820,63
95,,2020,7,24,Friday,,,,,,46
135,,2020,7,24,Friday,,,,,,34
174,,2020,7,24,Friday,Dewey,Oklahoma,74029,Public Services Company of Oklahoma,1100,32
181,,2020,7,24,Friday,,,,,,32
82,,2020,7,24,Friday,,,,,,5
146,,2020,7,24,Friday,,,,,,53
5,,2020,7,24,Friday,Claremore,Oklahoma,74017,,2000,63
41,,2020,7,24,Friday,,,,,,32
63,,2020,7,24,Friday,,,,,,59
24,,2020,7,24,Friday,,,,,,4
146,,2020,7,24,Friday,,,,,,32
180,,2020,7,24,Friday,,,,,,5
21,,2020,7,24,Friday,,,,,,5
175,,2020,7,24,Friday,Unio,Missouri,63084,Ameren,1800,63
181,,2020,7,24,Friday,,,,,,30
5,,2020,7,24,Friday,,,,,,5
21,,2020,7,24,Friday,,,,,,32
174,,2020,7,24,Friday,,,,,,53
174,,2020,7,24,Friday,,,,,,53
174,,2020,7,24,Friday,,,,,,32
180,,2020,7,24,Friday,,,,,,34
29,,2020,7,24,Friday,Colcord,Oklahoma,74338,Northeast Oklahoma Electric,2500,63
4,,2020,7,24,Friday,,,,,,32
174,,2020,7,24,Friday,,,,,,30
175,,2020,7,24,Friday,Bentonville,Arkansas,72712,,,32
21,,2020,7,24,Friday,,,,,,53
174,,2020,7,24,Friday,,,,,,32
174,,2020,7,24,Friday,,,,,,32
174,,2020,7,24,Friday,,,,SWEPCO,,63
4,,2020,7,24,Friday,,,,,,32
4,,2020,7,24,Friday,,,,,,32
82,,2020,7,24,Friday,,,,,,32
146,,2020,7,24,Friday,,,,,,53
21,,2020,7,24,Friday,,,,,,32
143,,2020,7,24,Friday,,,,,,53
4,,2020,7,24,Friday,Greenbrier,Arkansas,7205,,4017,32
175,6963874,2020,7,24,Friday,Collinsville,Oklahoma,74021,Other,1400,18
174,,2020,7,24,Friday,,,,,,53
4,,2020,7,24,Friday,,,,,,5
180,,2020,7,24,Friday,,,,,,53
174,,2020,7,24,Friday,Oklahoma,Oklahoma,73118,OGE,2200,63
21,,2020,7,24,Friday,,,,,,32
4,,2020,7,24,Friday,,,,,,63
174,,2020,7,24,Friday,,,,,,32
174,,2020,7,24,Friday,,,,,,32
21,,2020,7,24,Friday,,,,,,32
21,,2020,7,25,Saturday,,,,,,5
180,,2020,7,25,Saturday,,,,,,5
181,,2020,7,25,Saturday,,,,,,46
21,,2020,7,25,Saturday,,,,,,63
174,,2020,7,25,Saturday,,,,,,30
21,,2020,7,25,Saturday,,,,,,32
180,,2020,7,25,Saturday,,,,,,32
4,,2020,7,25,Saturday,Hot Springs,Arkansas,71913,Entergy,250,63
15,2657613,2020,7,25,Saturday,Enola,Arkansas,72047,Entergy,2480,18
181,,2020,7,25,Saturday,,,,,,32
180,,2020,7,25,Saturday,,,,,,31
12,,2020,7,25,Saturday,,,,,,5
72,,2020,7,25,Saturday,,,,,,32
5,9531748,2020,7,25,Saturday,St Charles,Missouri,63301,Ameren,2100,18
175,,2020,7,25,Saturday,Yukon,Oklahoma,73099,OG&E,1315,32
82,,2020,7,25,Saturday,,,,,,32
171,,2020,7,25,Saturday,,,,,,54
21,,2020,7,25,Saturday,,,,,,32
5,,2020,7,25,Saturday,,,,,,32
21,,2020,7,25,Saturday,,,,,,32
84,,2020,7,25,Saturday,"Oklahoma city ",Oklahoma,73119,OGE,960,63
174,,2020,7,25,Saturday,,,,,,32
171,,2020,7,25,Saturday,El Dorado,Arkansas,7173,,,63
171,,2020,7,25,Saturday,,,,,,32
181,,2020,7,25,Saturday,,,,,,32
72,,2020,7,25,Saturday,,,,,,32
82,,2020,7,25,Saturday,,,,,,63
15,,2020,7,25,Saturday,,,,,,32
174,,2020,7,25,Saturday,,,,,,30
175,,2020,7,25,Saturday,,,,,,34
5,,2020,7,25,Saturday,,,,,,34
174,,2020,7,25,Saturday,,,,,,31
21,,2020,7,25,Saturday,,,,,,32
15,,2020,7,25,Saturday,Fayetteville,Arkansas,72704,Ozarks Arkansas,1629,30
174,,2020,7,25,Saturday,,,,,,53
171,,2020,7,25,Saturday,St Louis,Missouri,63109,,,63
4,,2020,7,25,Saturday,Benton,Arkansas,,,,32
12,,2020,7,25,Saturday,,,,,,5
181,,2020,7,25,Saturday,"Pawnee ",Oklahoma,74058,Other,1100,63
82,,2020,7,25,Saturday,,,,,,32
180,,2020,7,25,Saturday,,,,,,34
21,,2020,7,25,Saturday,,,,,,34
181,,2020,7,25,Saturday,,,,,,63
5,,2020,7,25,Saturday,,,,,,32
5,,2020,7,25,Saturday,,,,,,32
24,,2020,7,25,Saturday,,,,,,46
181,,2020,7,25,Saturday,mustang,Oklahoma,,OGE,2600,63
21,,2020,7,25,Saturday,,,,,,30
179,,2020,7,25,Saturday,"Texarkana ",Arkansas,71854,SWEPCO,1500,63
180,,2020,7,25,Saturday,,,,,,30
21,,2020,7,25,Saturday,,,,,,32
181,,2020,7,25,Saturday,,,,,,53
21,,2020,7,25,Saturday,,,,,,32
21,,2020,7,25,Saturday,,,,,,5
21,,2020,7,25,Saturday,,,,,,32
21,,2020,7,25,Saturday,,,,,,34
174,,2020,7,25,Saturday,,,,,,5
5,,2020,7,25,Saturday,,,,,,59
21,,2020,7,25,Saturday,,,,,,5
21,,2020,7,25,Saturday,,,,,,34
6,,2020,7,25,Saturday,,,,,,32
175,,2020,7,25,Saturday,,,,,,5
180,,2020,7,26,Sunday,,,,,,5
174,9531748,2020,7,26,Sunday,Little Rock,Arkansas,72206,Entergy,3300,18
21,,2020,7,26,Sunday,,,,,,34
179,,2020,7,26,Sunday,,,,,,32
145,,2020,7,26,Sunday,,,,,,34
174,,2020,7,26,Sunday,,,,,,32
29,,2020,7,26,Sunday,,,,,,32
21,,2020,7,26,Sunday,,,,,,34
21,5136817,2020,7,26,Sunday,McLoud,Oklahoma,74851,OGE,1700,3
83,,2020,7,26,Sunday,,,,,,53
6,,2020,7,26,Sunday,,,,,,32
181,,2020,7,26,Sunday,,,,,,5
80,,2020,7,26,Sunday,,,,,,53
174,,2020,7,26,Sunday,,,,,,5
175,,2020,7,26,Sunday,,,,,,34
21,,2020,7,26,Sunday,,,,,,46
5,,2020,7,26,Sunday,,,,,,32
21,,2020,7,26,Sunday,Council Hil,Oklahoma,74428,Select an Electric Company,2500,63
181,,2020,7,26,Sunday,,,,,,53
171,,2020,7,26,Sunday,Texarkana,Arkansas,71854,SWEPCO,1700,32
174,,2020,7,26,Sunday,,,,,,32
80,,2020,7,26,Sunday,,,,,,46
21,,2020,7,26,Sunday,,,,,,32
5,8303669,2020,7,26,Sunday,,,,,,21
181,,2020,7,26,Sunday,,,,,,34
181,,2020,7,26,Sunday,,,,,,53
174,,2020,7,26,Sunday,,,,,,32
174,,2020,7,26,Sunday,,,,,,5
174,,2020,7,26,Sunday,,,,,,5
180,,2020,7,26,Sunday,Kansas City,Missouri,,,,32
21,,2020,7,26,Sunday,,,,,,32
174,,2020,7,26,Sunday,,,,,,32
72,,2020,7,26,Sunday,,,,,,32
5,,2020,7,26,Sunday,,,,,,5
5,,2020,7,26,Sunday,,,,,,32
180,,2020,7,26,Sunday,,,,,,53
174,,2020,7,26,Sunday,"Yukon ",Oklahoma,73099,OGE,3400,5
181,,2020,7,26,Sunday,,,,,,53
80,,2020,7,26,Sunday,,,,,,31
179,,2020,7,26,Sunday,,,,,,30
5,,2020,7,26,Sunday,,,,,,53
179,,2020,7,26,Sunday,,,,,,32
175,6963874,2020,7,26,Sunday,Alco,Arkansas,72680,Entergy,1288,18
174,,2020,7,26,Sunday,,,,,,32
181,,2020,7,26,Sunday,,,,,,34
181,,2020,7,26,Sunday,,,,,,53
174,,2020,7,26,Sunday,McAlester,Oklahoma,74501,,,46
